PEUGEOT PARTNER (2010),83
VAZ 211440 (2008),1
CHEVROLET KLAN J200/LACHETTI (2011),1
LADA  217130 LADA RRIORA (2011),1
HYUNDAI MATRIKS 1.6 GLS AT (2008),1
LADA 111730 (2010),1
CHEVROLET KLAN (J200) (2011),1
RENAULT LOGAN (2008),9
NISSAN KH-TRAIL (2006),1
CHRYSLER VOYAGER (2003),1
DODGE CARAVAN SE (2002),1
VAZ 21074 (2006),3
LIFAN 214801 (2008),2
FORD C-MAX (2007),2
HYUNDAI "SONATA 2 (0GLAT"),1
œ≈∆Œ œ¿–“Õ≈– (2010),1
CHEVROLET KLAN J200 (2010),5
KIA FV2272 (SRECTRA) (2007),1
FORD ÃŒÕƒ≈Œ (2009),1
HYUNDAI ASSENT (2006),1
MERCEDES-BENZ E 200 CGI (2010),9
CHRYSLER VOYAGER LX (2003),1
VAZ 21074 (2010),1
KIA DE (JB/RIO) (2011),7
TOYOTA CAMRY KOMBI 2.2GL (1993),1
DAEWOO NEXIA (2001),1
NISSAN ALMERA 1.5 LUXURY (2005),1
RENAULT SR (2010),311
CHEVROLET KLAN (J200/CHEVROLE“ (2006),1
VAZ 211440 LADA SAMARA (2009),3
MAZDA 6 (2006),3
KIA RIO DE (2010),1
KIA FB 2272 (SPECTRA) (2007),1
NISSAN TIIDA COMFORT (2012),1
’≈Õƒ› ›À¿Õ“–¿ 1.6 GLS MT (2010),1
KIA FG SARENS-UN (2010),1
CHEVROLET KLAL EPICA (2008),1
CITROEN BERLINGO (2011),8
LADA 211440 (2009),1
KIA GE MAGENTIS OPTIMA M (2008),1
CHEVROLET LACETTI KLAN (2011),1
KIA FB2272(SPECTRA) (2007),5
KIA ED CEED (2009),1
MITSUBISHI LANCER (2008),1
CHEVROLET LACETTI KLANJ200 (2011),2
KIA FG SARENS UN (2010),14
MITSUBISHI LANCER 1.5 (2007),1
KIA CEED ED (2010),1
CHEVROLET KLAN(J200/LACETTI) (2007),1
BMW 525I (2003),1
HYUNDAI SONATA (2004),2
KIA FB2272 SPECTRA (2009),1
TOYOTA CAMRY (2010),4
SKODA OCTAVIA (2000),1
KIA FG CARENS/UN (2010),3
RENAULT LATITUDE (2011),1
MAZDA 6 (2012),1
KIA MB CARNIVAL/SEDORA/VQ (2007),1
’≈Õƒ≈ ACCENT (2006),1
OPEL ASTRA (2006),2
TOYOTA CAMRY (2013),1
KIA FB2272 (SPEKTRA) (2006),12
CHEVROLET KLAN LACHETTI (2008),1
VAZ 21053 (1996),1
VOLKSWAGEN PASSAT VARIAN (2005),1
VAZ 2112 (2004),1
RENAULT FLUENCE (2011),7
DODGE CARAVAN (2004),2
GAZ 3110 (1998),1
MERCEDES- BENZ E250 (2011),1
VAZ 210740 (2012),1
NISSAN PRIMERA 2.0 (2003),1
HYUNDAI SOLARIS (2011),21
FORD ‘Œ ”— (2009),1
NISSAN ALMERA CLASIC (2012),1
VAZ 21043 (2006),2
HONDA ACCORD (2008),2
OPEL ASTRA A-H/NB (2012),2
√¿« 3110 (1999),1
NISSAN TEANA 2.3PREMIUM (2007),1
CHEVROLET KLAN J200 CHEVROLETL (2010),5
HYUNDAI N-1000 (2005),1
VAZ- 21124 (2005),1
VAZ 21150 (2004),3
VAZ 21074 (2000),1
CHEVROLET LACETTI J200 (2011),1
‘Œ–ƒ S-MAX (2010),7
MAZDA 6 (2007),1
FORD FOCUS (2008),137
 »¿ —»ƒ (2009),1
FORD ‘Œ ”— (2007),2
KIA YED SEYE`D (2010),1
FORD FOCUS (2005),38
VAZ 21053 (2003),1
DAEWOO NEKSIA (2010),1
HYUNDAI ELANTA 1.6GLS MT (2008),1
HYUNDAI ELANTRA (2003),2
FORD FUSION (2008),2
DODGE GRAND SARAVAN (2004),1
OPEL ASTRA (AH) (2008),2
HONDA CIVIC (2005),1
SEAT ALHAMBRA (2001),1
CHEVROLET KLAN EPICA (2008),1
CHEVROLET CRUZE (2010),26
RENAULT LAGUNA (2008),2
CHERY AMULET (2006),1
FORD S-MAKH (2007),2
MITSUBISHI GALANT (2008),1
CITROEN C3 œ» ¿——Œ (2010),1
HYUNDAI ACCENT (2011),15
VOLVO V70 XC (2002),1
MITSUBUSHI LANSER STW (2008),1
KIA SPECTRA FB2273 (2007),2
MERCEDES BENZ S350 (2007),1
HYUNDAI SONATA 2.0 GL AT (2010),1
HYUNDAI- ACCENT (2008),1
MERSEDES-BENZ E200 KOMPRESSOR (2007),1
ÿ Œƒ¿ Œ “¿¬»ﬂ (2007),1
SSANG YONG ACTYON CJ (2007),1
SUZUKI LIANA (2004),2
SKODA OCTAVIA “”– (2009),1
DAEWOO NEXIA (2012),2
VOLKSWAGEN JETTA (2010),2
HYUNDAI -ELANTRA (2008),1
GAZ 3110 (2003),1
A21 VORTEX ESTINA (2010),2
KIA ED (CEED) (2010),2
HYUNDAI ACCENT (2005),2
RENAULT STSENIK AUS16 110 96 (2007),1
TOYOTA AURIS (2008),1
HYUNDAI ELANTRA (2009),1
HONDA -CIVIC (2007),1
VAZ 21093 (2002),1
HYUNDAI MATRIX 1.6GLMT (2008),1
CHEVROLET KLAS ¿VEO (2011),1
TOYOTA VERSO (2011),1
NISSAN TIIDA (2011),24
KIA SIID (2010),1
KIA CEED (2011),2
FORD FOCUS —-MAX (2007),1
CHEVROLET EPIKA KLAL (2011),1
¬¿« -217130 PRIORA (VAZ-217130) PRIORA (2010),1
KIA PICANTO (2010),1
CHEVROLET LACETTI KLAN(J200) (2012),1
OPEL ASTRA (2001),2
KIA FB2272 (SPECTRA) (2008),2
FIAT 178 C”N1ALBEA (2011),1
VOLVO XC70 (2012),1
RENAULT ESPACE (2008),1
HYUNDAI -NE SONATA 2.0 GL AT (2008),1
HONDA -PILOT (2008),1
TOYOTA CAMRY (2012),4
DAEWOO MATIZ (2007),1
CHEVROLET KLAN J200/LACETTI (2007),2
CHEVROLET KLAN (J200/CHEVROLET) (2011),2
NISSAN ALMERA KLACCIK (2011),4
CHEVROLET LACETTI KLAN J200 (2008),1
GAZ 3221 (2011),9
KIA ED CEED (2010),4
SKODA SUPERB (2012),1
SKODA OCTAVIA (1997),1
 –¿…—À≈– GRAND VOVAGER (2005),1
KIA ED (2011),2
CHEVROLET KLAN J200/CHEVROLET (2011),7
OPEL ASTRA (1999),1
VAZ 21053 LADA 2105 (2007),1
KIA FG KARENS UN (2009),10
RENAULT MEGANE (2003),1
MERCEDES-BENZ B170 (2009),4
AUDI 100 (1993),1
HYUNDAI ELANTRA 1.6GL (2005),2
CHEVROLET KLAN (J200/LACHETTI) (2010),6
VAZ 217130 LADA PRIORA (2010),1
DAEWOO NEXIA (1997),2
OPEL ASTRA SPORTSTOURER (2012),1
CHEVROLET CRUZE KL 1J (2012),1
CHERY A15 (2006),1
TOYOTA RAV 4 (2002),1
RENAULT LOGAN SR (2008),68
KIA ED (CEE'D) (2010),1
CHEVROLET LACETTI (2008),14
ZAZ VIDA SF6950 (2012),1
TOYOTA CAMRY (2007),5
ZAZ CHANCE (2009),1
KIA- Ã¿ƒ∆≈Õ“»— (2003),1
LADA 217230 (2010),1
FIAT 178CYN1A ALBEA (2011),1
CHEVROLET KLAN J200/CEVROLETL (2011),1
SAAB 9-5 (2002),1
PEUGEOT PARTNER (2012),1
OPEL ASTRA (2007),3
VAZ 21099 (2004),1
CHEVROLET KLAN J200/CHEVROLETLA (2011),2
VITSUBISHI LANCER 1.5 (2010),1
RENO SR (2011),1
KIA "JES(SPORTEYDZH (KM),1
CHRYSLER 300C (2005),1
CHEVROLET KLAN J200/SHEBPOLELA (2009),1
CITROEN BERLINGO (2009),7
HYUNDAI SONATA NF2.0GLMT (2008),4
OPEL ASTRASTATIONBAGOH (A-H/SW) (2011),1
HYUNDAI -ELANTRA 1.6 GL MT (2008),3
VAZ 21074 LADA (2006),1
PEUGEOT 408 (2012),1
CHEVROLET KLAN (J200/CHEVROLET) (2007),1
CHEVROLET KLAN G200 CHEVROLETL (2011),1
NISSAN ALMERA CLASSIC 1.6 (2010),1
HYUNDAI SANTA FE (2007),1
TOYOTA PRIUS (2007),1
VAZ 211440 (2009),3
CITROEN C5 (2007),1
VAZ 21140 (2007),1
VOLKSWAGEN PASSAT VARIANT (2007),1
HYUNDAI GRAND STAREX (2009),3
TOYOTA CAMRY (2011),8
HYUNDAI GETZ GLS MT (2007),1
SKODA OSTAVIA (2010),6
GAZ 310221 (2006),1
NISSAN ALMERA 1.5 SOMFORT (2005),1
CHEVROLET KLAN J200/SHEBPOLELA (2008),1
CHEVROLET LANOS (2008),16
VOLVO -S40 (2007),1
HONDA SHUTTLE 2.3IES (1999),1
MAZDA 6 (2010),3
VAZ 21120 (2002),1
KIA FV2273(SPEKTRA) (2008),1
GREAT WALL CC6461 KM29 (2012),1
DAEWOO MATIZ (2006),1
ZAZ SENS TF488R91 (2009),1
TOYOTA AVENSIS (2006),2
VOLKSWAGEN PASSAT (1994),1
HYUNDAI N1 2.5 MT (2008),1
HYUNDAI TRAJET 2.0 (2005),1
RENAULT LOGAN (SR) (2008),4
CHEVROLET LACETTI (2011),12
KIA F¬2272 SPE—TRA (2006),2
KIA JD (CEED) (2012),1
MITSUBISHI "LANCER 1 (6"),2
NISSAN ALMERA 1.5 (2005),2
MERCEDES BENZ 200 (1992),1
OPEL ZAFIRA 1.8 16V (2000),1
HYUNDAI STAREX (2002),1
HYUNDAI SONATA 2.0AT (2011),2
SKODA OCTAVIA (2011),117
MITSUBISHI LANCER STW (2006),1
SUBARU FORESTER (2012),1
HYUNDAI SONATA 2.0 (2008),1
CHEVROLET KLAN (J/200LACETTI) (2008),1
RENAULT MEGAN II EKH2SE 110 3S (2008),1
CHEVROLET ORLANDO KL1Y (2012),1
VAZ 21099 (1999),2
FORD MONDEO (2007),3
KIA DE (RIO) (2010),2
RENAULT LAGUNA (2006),1
OPEL ZAFIRA (2011),5
TOYOTA HIACE (2001),1
OPEL OMEGA (1996),1
KIA FB 2272(SPECTRA) (2007),1
HYUNDAI ELANTRA 1.6 (2005),1
FORD TDCI (2007),1
CHEVROLET KLAL (EPICA) (2011),2
TOYOTA PRIUS (2006),1
FORD - ‘Œ ”— (2004),1
CHEVROLET KLAN (J200/CHEVROLET (2010),3
CHEVROLET KLAN J200/CHEVROLET (2010),1
HYUNDAI- SONATA (2008),1
‘Œ–ƒ ‘Œ ”— (2011),125
’≈Õƒ≈ ELANTRA (2008),1
TOYOTA CARINA (1996),1
HYUNDAI SONATA (2011),4
CHEVROLET KLAN(J200) (2010),1
TOYOTA CAMRY (2002),2
HYUNDAI NF SONATA (2008),7
VOLVO S80 (2011),1
HYUNDAI "ELANTRA 1 (6 GL"),1
HYUNDAI ACCENT (2007),14
MITSUBISHI LANCER 1.3 (2004),1
HONDA CIVIC (2007),2
GREAT WALL SS6460 FMK20 (2008),1
VOLKSWAGEN TUAREG (2006),1
HYUNDAI IX35 2.0 GLS AT (2012),1
Ã»“÷”¡»—» À¿Õ÷≈– 1.6 (2007),1
METROCAB TAXI (1998),8
GREAT WALL CC6460 Ã27 (2011),1
KIA FB 2272 (SPECTRA) (2006),1
KIA FG SARENS/UN (2010),20
RENAULT SR (2011),190
HYUNDAI "ELANTRA 1 (6 GLSAT"),5
GAZ 3110 (1999),1
VAZ 21093 (1998),2
CHEVROLET KLAN J200/LACETTI (2010),3
KIA CEE'D (2007),1
DODGE CARAVAN (2000),1
SKODA OCTAVIA TOUR (2010),3
HYUNDAI "ELANTRA 1 (6 4AT"),1
CHEVROLET LACETTI J200LACETTI (2008),1
CHEVROLET CRUZE KL1J (2013),1
TOYOTA RAV 4 (2006),1
VOLKWAGEN PASSAT (2008),1
CHEVROLET KLAN J200/CHEVROLELA (2011),1
KIA CARNIVAL II (2007),1
CHEVROLET KLAL (2007),1
HYUNDAI XD ELANTRA (2009),1
SKODA O—TAVIA (2012),1
GAZ 24 (1986),1
HYUNDAI I30 (2008),1
MITSUBISHI LANCER 1.6STW (2007),2
CHEVROLET KLAN J200 (2007),1
HYUNDAI NF 2.0 (2008),1
HYUNDAI ELANTRA (2010),9
VAZ- 21101 (2006),1
KIA DE RIO (2010),1
RENAULT SCENIC (2001),1
MERCEDES - BENZ VITO 112 CDI (2001),1
ZAZ CHANCE (2011),4
VAZ 21070 (2003),1
CHEVROLET LACETTI KLAN J200 (2010),9
HYUNDAI "SONATA NF2 (0GLAT"),1
CHEVROLET KLAN (2011),7
CHEVROLET LACETTI KLAHJ200 (2010),1
MAZDA 3 (2006),1
HYUNDAI TUKSON (2006),1
MERCEDES-BENZ E 200 KOMPRESSOR (2008),8
MITSUBISHI LANCER 1.6 (2007),4
VAZ 21043 (2005),1
‘ŒÀ‹ —¬¿√≈Õ œŒÀŒ (2012),1
CHRYSLER CONCORD (2003),1
AUDI A6 (2006),1
CHEVROLET LACETTI KLAN (J200) (2010),2
GAZ 31105 (2006),8
FORD FOCUS (2007),61
SAAD 9-5 (2003),1
MAZDA MPV (2004),1
FORD GALAXY (2012),1
SUV T11 VORTEX TINGO (2011),1
NISSAN TIIDA 1.6ELEGANCE (2008),1
ZAZ SENS (2010),1
VOLKSWAGEN PASSAT 1.8T (2002),1
CHEVROLET KLAN (J200/CHEVROLET) (2008),1
PEUGEOT 307SW (2007),1
FORD FOKUS (2010),1
KIA PICANTO TA (2012),1
