MERCEDES-BENZ E 200 (2012),1
VAZ 211540 (2011),1
PEUGEOT PARTNER (2010),83
ÿ≈¬–ŒÀ≈ ¿¬≈Œ KL1T (2012),1
VAZ 211440 (2008),1
VOLKSWAGEN PASSAT (2011),2
RENAULT MEGAN (2007),1
HYUNDAI MATRIKS 1.6 GLS AT (2008),1
LADA 111730 (2010),1
MITSUBISHI LANCER 2.0 (2007),2
CHEVROLET KLAN (J200) (2011),1
KIA CEED (2009),4
VAZ 21093 (2003),1
KIA ED (CEE'D) (2008),2
CHRYSLER VOYAGER (2003),1
–≈ÕŒ FLUUENCE (2011),1
DAEWOO NEXIA (2003),5
MITSUBISHI LANSER (2007),1
KIA-ED (CEED) (2010),1
KIA TD CERATO FORTE (2012),1
FORD C-MAX (2007),2
CHEVROLET KLAN J200 (2010),5
MITSUBISHI GALANT 2.4 (2008),3
–≈ÕŒ ÀŒ√¿Õ SR (2007),1
FORD ÃŒÕƒ≈Œ (2009),1
RENAULT KANGOO (2008),1
MITSUBISHI LANCER 1.6 (2006),5
MERCEDES-BENZ ≈240 (1999),1
KIA DE (JB/RIO) (2011),7
TOYOTA CAMRY KOMBI 2.2GL (1993),1
FIAT ALBEA 178CYN1A (2007),1
CHEVROLET LACETTI J200 (2010),1
FORD S-MAX (2006),2
PEUGEOT 307 (2006),3
HONDA CIVIC (2008),3
PEUGEOT 308 (2008),1
IRAN KHODRO SAMAND (2006),2
KIA FG KAPEHC/UN (2011),1
RENAULT SR (2010),311
DAEWOO NEXIA (2009),6
CITROEN C4 PICASSO (2012),1
KIA FG SARENC UN (2010),1
VOLKSWAGEN PASSAT (2005),1
HYUNDAI STAREX (2006),1
CHEVROLET KLAN J200/SHEVROLE (2010),1
CHEVROLET KLAN (J200/CHEVROLET) (2010),2
AUDI A6 (1996),1
NISSAN TIIDA COMFORT (2012),1
KIA F¬2272 (SPECTRA) (2006),7
HYUNDAI ACCENT (2010),6
MITSUBISHI LANSER 1.6 STW (2007),2
CHEVROLET LANOS (2006),3
KIA FG (CARENS/UN) (2010),1
CITROEN BERLINGO (2011),8
RENAULT TRAFIC (2003),1
MAZDA MPV (2002),2
KIA CEE'D (2009),1
CHEVROLET EPICA KLAL (2011),1
CHRYSLER TOWN&COUNTRY (2001),1
NISSAN -PRIMERA COMFORT (2004),1
KIA SPECTRA (2001),1
LADA PRIORA 217230 (2011),1
VAZ 21110 (2003),1
KIA FB2272(SPECTRA) (2007),5
NISSAN ALMERA CLASSIC 1.6 RE (2007),1
RENAULT LOGAN (2012),7
VAZ 21124 (2005),3
RENAULT LAGUNA (2004),2
MITSUBISHI LANCER 1.5 (2007),1
CHEVROLET KLAN(J200/LACETTI) (2007),1
BMW 525I (2003),1
PEUGEOT 308 (2010),5
HYUNDAI SONATA (2004),2
SKODA OCTAVIA (2000),1
OPEL ASTRA STATIONWAGON(A-Y/SW (2011),1
NISSAN ALMERA KLASSIC (2012),2
NISSAN TIIDA (2012),15
SUZUKI SX4 (2007),1
SKODA OCTAVIA (2004),1
VAZ 11184 (2008),1
RENAULT LATITUDE (2011),1
FORD FOCUS (2010),287
HYUNDAI TUSSON 2.0 GLS AT (2008),1
CHEVROLET LACETTI (2007),15
MERCEDES BENZ YE 200 SGL (2010),1
PEUGEOT PERTNER (2010),1
TOYOTA CAMRY (2009),1
RENAULT FLUENCE (2011),7
KIA SPECTRA FB2272 (2008),4
MITSUBISHI GALANT (1998),1
VAZ 21043 (2006),2
FORD GALAXY (2011),3
HONDA ACCORD (2008),2
IRAN KHODRO SAMAND (2007),2
Ã»÷”¡»—»  ¿–»«Ã¿ (1999),1
AUDI 80 (1990),1
HYUNDAI N-1000 (2005),1
VOLKSWAGEN PASSAT (2010),2
VAZ 21150 (2004),3
HYUNDAI -ELANTRA 1.6 GLS MT (2007),2
FORD ‘Œ ”— (2007),2
FORD FOCUS (2005),38
HYUNDAI ELANTA 1.6GLS MT (2008),1
HYUNDAI ELANTRA (2003),2
SEAT ALHAMBRA (2001),1
HYUNDAI TG 2.7 GLS AT (2007),7
CHEVROLET CRUZE (2010),26
MERCEDES-BENZ S-KLASSE S 450 (2008),1
CHERY AMULET (2006),1
CITROEN C3 œ» ¿——Œ (2010),1
VOLVO V70 XC (2002),1
KIA SPECTRA (FV2272) (2008),1
RENAULT SCENIC (2005),1
HYUNDAI -ELANTRA 1.6 GLS AT (2008),2
OPEL ASTRA STATION WAGON (2009),1
NISSAN ALMERA CLASSIC (2006),1
HYUNDAI ELANTRA 1.6GLSAUTO (2004),1
DAEWOO NEXIA (2010),19
NISSAN TEANA 230 JM (2006),1
HYUNDAI-NF SONATA 2.0 GL MT (2008),1
VAZ 21150 (2005),1
SSANG YONG ACTYON CJ (2007),1
CHEVROLET KLAL (2009),1
MITSUBISHI "LANCER 1 (8"),2
KIA SOUL (2009),1
DAEWOO NEXIA (2012),2
PEUGEOT PARTNER (2007),16
NISSAN TIANA 3.5 LUKHURY (2008),1
MITSUBISHI OUTLENDER 3.0 (2007),1
GAZ 3221 (2010),9
CHEVROLET KL 1J CRUZE (2012),1
GAZ 3110 (2003),1
A21 VORTEX ESTINA (2010),2
HONDA -CIVIC (2007),1
MERCEDES BENZ YE300 (2009),1
HYUNDAI MATRIX 1.6GLMT (2008),1
CHEVROLET KLAS ¿VEO (2011),1
TOYOTA VERSO (2011),1
HYUNDAI ACCENT (2009),13
RENAULT -LOGAN SR (2007),3
CHEVROLET CRUZE KL1J (2012),6
KIA SIID (2010),1
KIA CEED (2011),2
VOLKSWAGEN PASSAT (2008),3
KIA FG (2009),10
KIA CARENS FG\UN (2010),2
FORD FIESTA (2008),1
DONINVEST  ŒÕƒŒ– (1998),1
GAZ 31150 (2007),1
RENAULT LOGAN SR (2005),8
HYUNDAI -NE SONATA 2.0 GL AT (2008),1
DAEWOO MATIZ (2007),1
KIA ED (SEED) (2010),1
MAZDA 3 (2008),5
TOYOTA ECHO (2002),1
KIA SPECTRA FB 2272 (2008),1
ÿ≈¬–ŒÀ≈ KLAN(J200/LACETTI) (2010),1
GAZ 3221 (2011),9
HYUNDAI ELANTRA 1.6 GL (2005),2
SHKODA OCTAVIA (2010),5
MITSUBISHI LANCER 1.5 (2008),1
