KIA FG KARENS (2008),1
MITSUBUSHI SPEYS VAGON (2003),1
CHEVROLET KLAN J200/LACHETTI (2011),1
CHEVROLET KLAN J200 LACHETTI (2010),1
MERCEDES BENZ V220 SDI (2002),1
FORD ‘Œ ”— (2008),1
CHEVROLET KLAL (ERISA) (2010),7
NISSAN SERENA (2002),1
NISSAN KH-TRAIL (2006),1
HYUNDAI ELANTRA 1.6MT (2012),2
FORD FOCUS (2009),74
DODGE CARAVAN SE (2002),1
MAZDA 3 (2009),1
HYUNDAI "SONATA 2 (0GLAT"),1
KIA FV2272 (SRECTRA) (2007),1
SUBARU FORESTER (2006),1
BMW 525 (1997),1
ZAZ CHANCE TF698R (2010),1
HYUNDAI ASSENT (2006),1
FORD FOKUS (2008),1
KIA CEED (2008),12
NISSAN MAXIMA (2001),1
DAEWOO NEXIA (2005),4
HYUNDAI NF SONATA 2.0 GLS AT (2008),1
NISSAN ALMERA 1.5 LUXURY (2005),1
RENAUL LOGAN SR (2008),1
CHEVROLET KLAN (J200/CHEVROLE“ (2006),1
VAZ 211440 LADA SAMARA (2009),3
CHEVROLET LATSETTI KLANJ200 (2010),1
DODGE CARAVAN (2003),2
TOYOTA MARK II (2002),1
MERCEDES BENZ E 230 (2008),1
KIA SPECTRA (FB2272) (2008),5
BMW 525 (2003),1
GAZ 31105 (2007),10
CHEVROLET KLAL EPICA (2008),1
HYUNDAI ELANTRA 2.0 GLS (2007),1
VAZ 21140 (2004),2
LADA 211440 (2009),1
HYUNDAI SONATA  AT (2011),1
VOLKSWAGEN JETTA (2002),1
VAZ 21703 LADA PRIORA (2007),1
FORD S-MAX (2011),2
KIA CARENS (2006),1
HYUNDAI SONATA (2009),3
CHEVROLET KLAN J200 (2009),2
CHEVROLET KLAL EPI—A (2010),1
KIA DE(JB/RIO) (2010),1
FORD MONDEO (2012),9
MITSUBISHI ASX 1.8 (2011),1
MERCEDES BENZ S320 (2001),1
¿21 VORTEX ESTINA (2010),5
VOLKSWAGEN TOURAN (2012),1
LADA 210740 (2010),1
MITSUBISHI SPACE STAR 1.6 (2003),1
NISSAN TEANA 2.3LUXURY (2006),1
NISSAN TIANA (2008),1
AUDI ¿6 (2002),1
CITROEN BERLINGO (2012),1
VAZ 21150 (2002),1
CHEVROLET KLAN LATSETTI (J200) (2007),1
MITSUBISHI LANCER 1.6 STW (2004),1
NISSAN ALMERA 1.5 COMFORT (2003),1
’≈Õƒ› NF SONATA 2.0 GLS AT (2010),1
MITSUBISHI OUTLANDER 3.0 (2008),1
MITSUBISHI OUTLANDER 2.0 (2009),1
VAZ 21053 (2007),1
KIA MB CARNIVAL/SEDORA/VQ (2007),1
KIA FG CARENS UN (2010),3
TOYOTA CAMRY (2013),1
KIA FB2272 (SPEKTRA) (2006),12
MERCEDES-BENZ M-KLASSE ML 430 (1999),1
FORD MONDEO (2005),1
KIA FG (SARENS/UN) (2009),2
CHEVROLET KLAN LACHETTI (2008),1
DODGE CARAVAN (2004),2
HYUNDAI -ELANTRA (2007),1
MERCEDES- BENZ E250 (2011),1
CHEVROLET KLAN (J200/SHEVROLET) (2008),1
NISSAN ALMERA CLASSIC 16R≈ (2008),1
NISSAN PRIMERA 2.0 (2003),1
PEUGEOT 406 (2002),2
VAZ 21150 (2007),1
√¿« 3110 (1999),1
TOYOTA COROLLA (2008),8
CHEVROLET KLAS ABEO (2010),2
KIA GE MAGENTIS OPTIMA/MG (2008),1
HYUNDAI ELANTRA 1.6GLSMT (2010),1
FORD FIESTA (1999),1
HYUNDAI ELANTRA 1.6 GLS MT (2008),2
NISSAN ALMERA CLASSIC (2010),8
VOLVO 940 (1993),1
MITSUBISHI GRANDIS 2.4 (2007),1
CHEVROLET LACETTI J200 (2011),1
FORD FOCUS (2008),137
DAEWOO NEXIA (2007),9
VAZ 21053 (2003),1
DODGE GRAND SARAVAN (2004),1
CHEVROLET CRUZE (2011),28
HONDA CIVIC (2005),1
DODGE CARAVAN (2001),1
NISSAN ALMERA CLASSIC 1.6P (2007),1
MITSUBISHI GALANT (2008),1
HYUNDAI ACCENT (2011),15
SSANGYONG KYRON II (2010),2
NISSAN ALMERA (2006),1
MERCEDES BENZ S350 (2007),1
HYUNDAI SONATA 2.0 GL AT (2010),1
HYUNDAI- ACCENT (2008),1
DAEWOO NEXIA BDC (2004),1
CHEVROLET KLAS ¿¬≈Œ (2011),3
OPEL ZAFIRA (2006),2
CHEVROLET CLAN (2008),1
CHEVROLET KLAN J200 (2008),1
CITROEN DERLINGO (2005),1
SUZUKI LIANA (2004),2
¬¿« 21113 (2001),1
VOLKSWAGEN CADDY (2010),2
HYUNDAI -ELANTRA (2008),1
FORD ‘Œ ”— (2010),1
CHEVROLET KLAS (ABEO) (2011),1
